	comment	label
409	"____ __ _ _, ____ __ ___ ___ _____. __ ______ ____ __ ___ ___ __ _____. _ ___ ______ ____ _____ _ ___ _ ___ __ ___ _____. ____ __! ____ ___! "	1
410	_____ ______ 	1
411	__ ____ _________. __ __ ___ ____ ____ _______ ___ __ ___ _________ _______ ______. 	1
412	____ ______. __ __ ___ 	1
413	__ ____.. _____ ______ __ __ __ __ _ ___ ______. 	1
414	__ ____ __ __ ____.. _ __ __ 20_ ___ __ ___ __ ___ ___ ____ ___ ___ ____ ___ ____ __ ____ ____ ___ ____ __ ____ ___. 	1
415	__ ____. ____. 	1
416	________ ____! 	1
417	___ ____ _______ __ __ _____ __. 	1
418	_______ ___ _____ _____ ___ _____ ___ 	1
419	___ _ ____ CJ ____ __ __. ___. ___ __ ____ ____. _ __ __ ___... 	1
420	____ ___ ___ __ ___ __ ___ 20_ _____. _____ __ __ ____ __ _ __ __ __ _____ ___ __ ____ ____ ___ ___ ___ ___ ___ __ _____. ______ _____ 	1
421	___ ___  __ ____ ___ ___ _____ 	1
422	___ ____ _____ __ ____  ___! 	1
423	___ __  __  _  __  ____  __  ___ _____~_____~___  ___  _______!!!^^ 	1
424	__________________ 	1
425	____ ___ ___ ___ __ ___ _____ __ _____ ______~~^^ 	1
426	"____ __ ___ _____.. ^^, "	1
427	____ __ ___ ___ __ 	1
428	__ ___ _____ __ ___ ____ ____ ___ _____.__ __ ___  ____ ___ ___ __ ___ _____ ___ ___ ______  __ ____ _______. 	1
429	_ ____ __ __ __ ______.__ ___ __ ____ _____ ___ _____. 	1
430	___ __ ____ ______ _____ _____ __ ____ ____ 	1
431	_ ___ _____ ___ ____ __ ___ ___ ___ _____ ____ ____ __ __ _____ __ ____ __ _ ____? 	1
432	__ ___ _____ ___ ______?? 	1
433	____ ____ ______ ____ 	1
434	_____ __ ____...  _ __ ___ __ __ ____ .. ___ __ ______... 	1
435	___ ___ __ __ ______ ________!_ 	1
436	__ __ ____ ____ __ _____... _____ ____ ___ _ ____ ___ __ __ __ ___ ___ __ _____ 	1
437	____ ...  ___ _____ ______________. ___ ___ _________ ______ _______ 	1
438	_____ ___ _____ ___ _____ __ _ ______ _____..__ ______ __ ___ __ __ _____~ 	1
439	______ __ _____ __ __ __ ___ __ __ 	1
440	_____ ___ ____ _______. 	1
441	___ __ _... __ ______.. ____ _____ __ _ __ ____ ____... ______ ___ _____ __ 	1
442	____ __ ___ ___ ____ _____ __~ ___ ___ __ __. __ ________ __^^ 	1
443	____ ______ ____ ____ __ ____ __ ____ ___? ___ 	1
444	__ ___ __ _ ____ __________ ___ _____ ____ _____ 	1
445	__ 19___ ___ ___ ___ ________ ___.___._____ _____ __ _____ _______! 	1
446	_ __ _ ______ ___ ____ __ _____^^ __ ___ __ ______ _______? _ __ __ ___ _______ ___ ___ __ ___ _______! 	1
447	_____ _____ __ ____ ___ ____ __ ___ _____ ___ ____ ___ __ ___ __ ___ ____ ____ ___ 	1
448	__ ___ ____~~~ 	1
449	_.._______ __... 	1
450	___ _______ __ __ ____. 	1
451	__ _____ _ ___ _ ___ _____ 	1
452	____...____ __ ____ ______ ____ ___ ____ _____.._____ ___ ___ _______. 	1
453	_____ __ _____ ___ ___ ___..  _____. __ ______ ____ __ __ ___ ____.. ______ __ __ ____ __ ___ ____... ____ _____. 	1
454	__ ___ ____ ___ ___ __ _ ___ ___ ______ _ ___ _______. _____ ___ ___  __ _____ ___ ________ ___ ___ _____ __ __  _____ __ _____. ___ _____. 	1
455	____ ______ _____ 	1
456	____ _________!!___ __ __________________________________ _____________ _________________!!!___________ ____ 	1
457	10__ __. ___ __ 	1
458	_______ _ __ 	1
459	___ ___ ___ _____ __ __ _______ ____ 	1
460	______ __ ____ 	1
461	__ __ ____ _____ __ ___ ____ ___ ____!! 	1
462	_____ ___ ____ ___ __ ___ ____ __ __.___ __ __ ___ ___ ___ __ 	1
463	__ __...._ ____ ____. _ _____ _____ _ ____ _ ____ __ ___ ___. 	1
464	___ _____ ________ ______ 	1
465	2014 ___ __ ______. 	1
466	_ ____ __ ___..___ ___ _____ __ __ ___ _____ ____ ____.._____ _____ ____ ________ __ ___..___ ___ ____! 	1
467	"___, ____ __ ____ ____ ___ __ __ ____ _____ _____, __ ___ _____ ___ __ ___ ____ ____ ____ ___ ___. ____ ___ _____ ____. "	1
468	_10___ _____ ______ ___________ ____ ________ __ ____ ____ ___ __________ _____ 	1
469	_____ __ ___ ___ ___ ___ __ ___ ___ ____^^ 	1
470	"__ __ ___ ___ ___ ____. __, ___ ___ __ ____ __ _____. ____ __ ___. "	1
471	__ ___ ___ ___ ____ ___ ___ __ ___ 	1
472	23___ ___ _ ___ ___ ___ __ ___ _____ __  _____ __ _ __ ___ 	1
473	___ _____ ___ ____ __. ____ __ ___ ____ ___ ___ __ _______ __ ____. 	1
474	__________ 	1
475	&#34;___. ___ ___ _ __ __ ___ ___ _ __&#34;__ __ ______. _ __ ____ ___ ____ _ ______ 	1
476	_  ____  ____  _____ 	1
477	___ ___ __ _ __ ___ _ __ __ __~______ ____ __ 10_ ____...____ 	1
478	___ __ ____ __ __ ___ ___ 	1
479	_____ ____ _____ ___ ____ _ _____ __ 	1
480	___ ____ ____!! 	1
481	"___ ___ __, _______ ____  _____,  _____ __, CG____ _____.___ __ ___ __ ___ ___ __ _ __ _____.____ ______ __ _____ _____  ___ __ ______ ___. "	1
482	_____ ___ ___ ____..___.____ __ ___ __ __ ____..____ __ __ ___ ____ _ ___ ___ ___ __ ___ _____ 	1
483	_____ _____ 	1
484	____ _____ __ __ ____ ____ __ __ __ ______ _ ________. 	1
485	____ __ _ ____. _______. 	1
486	__ ____  __ _________ ____ __________   ____ ___ ____ _____  ____ __ ____ ______ __ __ _____ _____ _____ __ ____... 	1
487	____ ___ ____ ___ ____ __ ___ __ _ ___. ____ ____ __ ___ __. 	1
488	____ __ ___ __ ___ _____ 	1
489	"__,__ _____ CJ__ ____ __ __ _____ ____ ___ ____ ____ ___ ___ ___ ____ ___ ____ ___ ___ _____ _______ _____ __. ___ ___ __ ____ ___ ___. _ "	1
490	____ ___...._________ 	1
491	__ ___ _____ .. ____ ____ ____ __ ___ __ ___ ____... ____ __ ____ ____. __ ______ __ ____ ____ __ ____ ___ . ___ ___ ____ ____ __ _ _____.. 	1
492	___  ___ ____ __~ 	1
493	_ ___ _____ _ __ _____. 	1
494	"___, __, ____ ____ ____ ____  ____ __! ____ ____ ____ __ ___ ____ ____ ____ ____ _____. ____ ___ ______ __ ______^^ "	1
495	___ ____ _ __ 	1
496	_______________ __ ___~~__ _____ _ _____ __ ___ 	1
497	_xx__ __ ___ ____ _______ __ ___ _____ ___ __ 	1
498	"__, ___ __ __ __ ___. ___ __ __! ___ _____ ___ ____ _ __ _____. "	1
499	____ ___ ____ ______ _____ __ __ ______ __ __ ____ ______ _____ __ ___ ____! 	1
500	______4________________________________________________________________________________________________________________ 	1
501	____ __!!!! 	1
502	________________________________________________________________________________________________ 	1
503	_____ ___ __ ____ __________ ___ _____ ___ ___ ___ ^^ 	1
504	__ 91_____.___ ____ _ _________..___ __ ___ ____ ___!___ ___ ___ _______._____ __ ____...__ ______.______ _ __ ___. 	1
505	"___ __, _____ _____ __ ___ ___ ___! ______ __ ____ ___, __  ____. ____ ____ ___ ___.. "	1
506	_ ___ ___ _____. 	1
507	___ ___ _ ___ __~ 	1
508	"_____  __ __ ___ __ ___ ________ ____,  _ ___ __ ____  _ ___  _____ ______ .  ___  __ _______  ____ ... "	1
509	"_xx ___ ____ ___ ___ ___ ___ __, ____ ___ ___ _____ 5_ __ ____ ___ ___? "	1
510	"____ _____ ____ ___ ________ ____ __ ___ ___ ____, __ ____ _____ ____ ___ _ ___ __ ___ _____ _ ___ __ ___ __ __ ____ __ _____ __ ___ ___ ___ _____ ___ _ __ ____ ___ ___ _____ _ ____ _ ____ _____ ____ ____ _ ____ __ ___ __ _____ ______ "	1
511	"_____ ___ ______..__ ___ _______, ____ __ ___. ___ ___.._____ ___.. ___.. "	1
512	____ ___ ___ ___ ___ __ ____ __ _____ ___ ~ __ 	1
513	_____ ___ ___ __ __ ___ __ ________ ___ __ ___ ____ ___ __ ____ __ ____ ___. __ __ _____. 	1
514	__ _______ ___ ____ ____ __. _____ ____ __ ___ ___ ____ ____ ___ ___ _____ _____ _____ ____ ____ ___ ___ ___ __. ____ __ _____ ____ ____ __ 	1
515	_____ ___ ___ _____ 	1
516	"7___ __ __ ___ __ ___ _ __. ___, ___ _ ___. ____ _____ ____. ____ ____ ____ ____ ___. ___, ____. ____ ___ ____. ____ ____ ____ __ ___ ___~~ "	1
517	____ ____ ___ ______ ___ ___ ___ 	1
518	____ _____ ___ ....___  _____. 	1
519	"___ _____ ___ _______ _______ ,____ ___ __,_____ _ _____. __ _____ _ __ _____ ___ __ ____ ______ ____ "	1
520	_ ___ __ __ 30_____ _____ 	1
521	__________ _________ ____________ 	1
522	____ _____ ____ ____ _ ____ ___ _____ _____ _ ______ ____ _______ 	1
523	_______________________________________________ __________________________________________________________________ 	1
524	_______ __ ______ __ 	1
525	_ ___ __...__..._ ___ ____ ___.._ 	1
526	_________. 	1
527	__ _____ _____ __ ________ ____ 	1
528	__ ____...___ __! 	1
529	______ ___ ______ ____. 	1
530	___. ________ __ ________ ___ ___ ___ ___ ___ ____ __. _ ___ ___ __ cj_ ___ __ ___ ___ ___ ___? 	1
531	___ ______________ 	1
532	__ _______ _____ 	1
533	________^^_____________....____! ___ _____ __ ___ ___ __ ___ _______ ____ ______. ____ ___ ___ ____ _____. 	1
534	_______ ___ ______ __ ____ ______ ____ _ _____. ___ __ _ ___ __. 	1
535	___ ___  __ ___ ____ 	1
536	______ ____ 	1
537	____________ _3_____ 	1
538	__ __ __ __ ___ 	1
539	___ __ __ __ __ _____.. 	1
540	__ ______ ______ _____ ___ __ __ _____ 	1
541	____  __ ____ ___ ___ __ __ 	1
542	____ ____ _____ _____ __ __ ______ __ 	1
543	__ __ ___ _ __ ___ __ __ ___ 	1
544	__ _______ ___ _ ____ ____ 	1
545	"__ __ ____ ___. ___ __ __ __ ____ ___ _ ___ __ _ _____ _______ _____ ___ ___ ___ __ __ ___ _____.__ __ __ ___, ______ '_' ___ ___. "	1
546	"__ __ __ __ ____ ______ ___ ___ ____ ____ ___ ____ ___ _____ ___ _____,,,, _____ "	1
547	__ ____ ___ ___ ____ 	1
548	_____~~!!___ ___ _ __ __ __ _____.. 	1
549	______~~_____. 	1
550	__ ___ _______ _ __ ___ _______ _ ___ __ ____ __ _ ___. 	1
551	"_____ ____ _____. __, __, ___ __ ___ ____ __ ___ ______ ____ _______ ___ ____ ___ _____. _ ____ ___ ____ ___? _______ ___ ___ _____ __. "	1
552	____ __ ____ ___ ____ ___ _____ ____ __ _____ ____ _ __________ ___ ____ _ _______ _____ ____ _ _____ ___.____ ___ ____ __ ___ 	1
553	_____ _ _____ ____...._ ____ ______ ____ ___... 	1
554	____ __ ___ _____ _____ ___ ____ ___ 	1
555	___ __ ______ __! 	1
556	____________ 	1
557	___ ___ ___ _____ _ ___ __. 	1
558	_____.___ ___ ___ ____ _____ _____ _____ __ ______ 	1
559	___ __ ___ ___ ___ ___ _ ____ _____ _____. _____. 	1
560	__ ____... ___ __ ______ ___ 1____ 	1
561	_______ ________ 	1
562	"___, __ ___ _ ____ ____ __? "	1
563	______ _____~~___  ___ ______ ___ 	1
564	_______ _ ___ _ ____ __ __ ____ ___ __ ___ _______ ___ __ __ ____ 	1
565	_ ____ _ ____ ____?__ ___ _____. __ __ ____ _____ ___ _____. __ ___ ___ ____ ___ _____ ____. ____ ____ ___ ___ __ ___ __ _ ___ ______ _____. 	1
566	____ __ __ __ ____ ___ __.  ___ __ ___ __ _____ ____ __ __ ___ ____ ____ ___ __ __.  ____ ___ ___ ___ ___ ___ ___ ______. 	1
567	__ ___ ___ _____ ____..____ ___ _____ ______ ___.._____ ____ ____ _____ _____ ______ ____ ___ _____ _____ ____ ______..___________.. 	1
568	_____ ______ _____ ____ _________ _______! ______! ____ _________________. 	1
569	__ __ ____ __ 	1
570	____ ___ __ ___ _____ 	1
571	____?___ ___ ___ _ ____ 	1
572	____ _____ ___ ______ ____ ____ ________ 	1
573	____~ ___ __ 	1
574	__ ___ __ __ _____ ___ ____ ___?____ ___ _____ ;; __ ___ __ __ __ ___ ___ _____ __ __ ____ _______ _____ ___ _____ ... __ __ ___ __ __ __ 	1
575	__________ 	1
576	__ _______ ___ _____ __ _____ __ 	1
577	"____, ____, ____~~  ___ __  ____ "	1
578	"__ ____ ______, ____ ____ _______. "	1
579	__ __ __ ______ 	1
580	__ __ ___ _ __ 100_ ___ 200_ ____ 	1
581	____ ___ ____ ___ _____ ______ ______ ____ __ __ ___ 	1
582	______! __ ___ __ __ __. . . ______!! 	1
583	___ __ __ ____ 	1
584	__________ ____ 	1
585	______ ___ ___ _ ____ ___ ____ ___ ___ ___ _____ ___. __ ___ _____ ______. ___ _______ ____ __ __ ___ _____ ____ ______. 	1
586	__ ... ____ ______ ___ 	1
587	____!!!! ____ 	1
588	___ ___ __ ____. ____ ___ __ __ _____ ___ ____. _____. ___ __ ___! 	1
589	________ ___ ______ _______ 	1
590	__ ___ ___ __ ____~ 	1
591	____ _______ ____ _______ 	1
592	__ ___ ____... _____ _____. 	1
593	__ ______ ___ __ ___ ____ ________ __ _____ 	1
594	___ ___ ___ ___ 	1
595	"__ __ ___ ____._ _ ____ _____ __ ___ __ ______ __ _____ ___ ___ _ ___.__, ___ __ ____ ____. "	1
596	__2_ __ __ ____ __ ____. 	1
597	______________ 	1
598	__ ___ _____. __ ___ ___ ____!! 	1
599	___ ___ __ _ __ __. 	1
600	_____ ___ ______ __ _____ ___ ____ ___ ______ __ ___ ____ _____ _______ ____ _____ 	1
601	___ ___ ______ __ ____ ____ ___ __ 	1
602	___ ___ ___ ___ _______ 	1
603	_______ __  __ _ ________ __ _____  ___ ___ __ _______ _____!!! 	1
604	_..__ _____ ___ ___!! _____ __ _____...__!!!! 	1
605	__ ____ __ ___ 	1
606	__. __ _____ ___ ___ __ ____ ____ _____ ____ __ ___ _____ ____ __ ______ ____ ____ ___ ______. 	1
607	__ ____ ____ __ ____ __ __.. ___ ___ _____.. __ ____ __ _____.. _ ___ _ _____ ___ _ ___ __. 	1
608	__ _____.___ ___ ____ 	1
609	______ ___ __ ___ 	1
610	___ 5__..? ___________ ____ ___? 	1
611	_____ __ ____.__ __.._____ ___ ___.___ ______ 	1
612	___ ____ ___ ___ ____ _ ___ ___ __ ____ ____ ____ ____ __ __. ___ __ ___ __ _____ ___ ___ ___ ___. ___ ___ ___ ___  ____ __ ___ __ _ ___ __. 	1
613	____ __ ____ .. 	1
614	_____ __ _ _____ ____ __ __ ____. 	1
615	_ ___ _____ ___ _____ ___ __ ____ ___ _ ___ _ ___ __.  ___ __ ___ __ _____ __ __ __ ____ _ _____ ___ _ ___ __ __ ___ ___. 	1
616	____ ___ ____ __ ____ ____ _____ ___ ___ _____ _____ __ ___ ___. __ ____ _____ _ __ ___ 	1
617	__ ____ __ ___ ____ ___ ___ ____ __ ____ _____ __ ____ ___ ___ ___ ____ ___ ___ ___ __ ____ ___ _____ ______ __ _____ ___ __ __ _____ 	1
618	____ _______ __ _ __ _________ ____.. ___ ___ ____ ____ 	1
619	Great. Very touching. 	1
620	____ __ ____ ______ ______ _______ __(___)___ __ ____  __ ____ _________ ____ ______ __ ____ ___ 	1
621	 ___ 1700___ ______ 1000___ _ ___ __ _ _____ ____ ___ __ _______. _ _____ _____ __ ____ ____ __ 	1
622	____ ____ __ __ __ __ ___...._____ __ ___ __ ___ ____ __ ___ ___ __??___ ____ ___ ___ ___ __ ___ ___ _____ ___ ___ ___ _______ ___ ___ __ 	1
623	___ __ ___ ___ __ __ __ ___ ____ ... __ _ ____ ____ ___ __ ___ ____ ____ __ 	1
624	____ ___ __ __ __ ___  __ _____ __ ___ ____. __ ___  __ __ ___ __. __ _____ ___ ___ ___ ____ ___ __ __ __ _____ ___ ___ ___ _ _ ___ ___ __. 	1
625	_ ____ _____ ____ ___ ______. ______ _ _ __ _____. 	1
626	____ __ _____ _______ ___? _....___ ___ ___ _______ _ ___ ____ ___ __ ______ ______ ____ ________ ______ ________ _____ __ ___ _____? 	1
627	"____ ___ ___ _______ ____ _____ __ _____ __ _____, ___ ____ ___ ___ ____ ____ ____ _____ ____ ___ ____ _____ ___ ___ _____. ______  __ ___. "	1
628	____ __ ________ _____ _______ 	1
629	__ _ __________ ____ __ ____ ____ 	1
630	_ ______ __.._____ _____ ____ ___ __ ____ ___ ____ ___..______ _____ 	1
631	____ ______ __ _____ ___ __ __ __ __ ___ ___ ____ ____ _ ____. __ ___ ___ ___? ____ ____ ____ __ ___ 	1
632	_____!!__________. __________!! 	1
633	___ ___ ___ __ __ _______________.. 	1
634	__ __ ____ ___ __ _ ____ ___ __ __ ____ __ ___. __ __ ___ __ _ __ _ _____ __ ___ ____ __ __ ____ ____ ___ ____ ___. ____ ___ ____ __ ___. 	1
635	______!____ ___ ___ ___ _________ 	1
636	"_ ____ ___, ___ ____ __ _____. ____ ____ _ ___ _ __, __ ___ ___ ___ ___ ____ ___ __ ___ __ _ _ _____. __ __ ___ ___ _____. "	1
637	___ ____ ____ ___. 	1
638	1_ ____ _____? 	1
639	__ _ ___ ______ 	1
640	___ ___ ___..____..________^^ 	1
641	"32_ __ ___. _____ ____ 6.25_ _____ __ ___ _____ ____. ___ ______, _ __ _____ ___ ___ ___ _____ ____ ___ ____ __ __ _____. _ __ ___ _____. "	1
642	___ __ __ ___ __ ____ ___. ___ ___ _ ___ __ ___ _ __ ___ __ _ __ ___ ____ ____. 	1
643	__ _____. ___ __ ___ ____ _____.____. 	1
644	_ ___ _ _ _____. __ ____... __ __ _ _____ _ ___ _____ ___. _____ ___ ___ ___. ______ ___ _ ___. __ __ __ ___ ______. 	1
645	____ _____ ______ __ _______ __ __ ____ ____ 	1
646	_____________ 	1
647	___ ____ ___ _ ___~ __ ____^^ _ ____!!! 	1
648	____ ______ _____ ___ _ ________ 	1
649	__ ____ ___ ___ __ 	1
650	__ ____ _____.____ ______  ___ _____ ____ ___ ____ ____ _ ______ _____ 	1
651	__ ___ __ _____ 	1
652	____ ____ _____ __ ______ 	1
653	__ 5_ _ __ ___-&gt; __21 = ______ __ 	1
654	_____ __ _ _ __ ___ ____ __. 6.25__ ___ ___. _____ __ ____ __ ____ _____. ___ ___ ___ __ ___ ____. ___ ______ __ _ ___ _____ ___ ___ ___ ___ 	1
655	________ __ ______ 10_ _____. ___ ___ ______ ____ ___. 	1
656	__ ___ ____. __ ___ _____ ___ ___ __ _ __ _____ __ ___ ___ ____. ____ ____ __ __ ___ __ ___ ___ ___ ___ ____ __ __. 	1
657	__ ___ ____ ____ _____ 	1
658	_____ ____ ___ ___ 	1
659	__ ___ _____... _ ____ ___ ____...Snl__ ____ __-&gt;______ cj___ ___-&gt;____ __. _~~~~ 	1
660	_ ____. ____ ___ __ ___ __ _____ ___ 	1
661	___ ____ __ ___ ___ ___ _____ ___________ _________________ 	1
662	__ ___ _____ 	1
663	__ _____ ____ ___ 	1
664	__ _____ __ __ __ ___ _ ___ ____ __ ____ ____ __ 	1
665	___ ___ _____. ______ _____ ____ __ _____ _______. 	1
666	"_____ ______ ____ __ _ ___ __ __ ____ ____ _____ ______, ___ __ __ _ ___ ___ ___ ___ ___ ___ ____ __. ___ ___ ______ _ __ __ "	1
667	__ ___ __... ___ __ _____ ___ __ ____. 	1
668	__ _______... _____ _____ __ ____. ___ ____ _____ ____ ___ ______ _ 	1
669	_____ _______ ______ 	1
670	___ _____ ____ _____ ____.  _________ __________ __________________? 	1
671	___   ___   _____ 	1
672	___ __ _ ____ __ __. 	1
673	___ ___!!__ _____ __ ~______ _____ 	1
674	"____ __ __,__ __ __ ______ __ _ ___ __. ____,__ ___ __, ______ ___ _______ __ "	1
675	________ __ _____ _______ __ _______ 	1
676	____23_ ______________ ____________________ _______________..__________________________.. _____________ _______________________ 	1
677	__ ____ _____! 	1
678	__ __ _____..._____ _____ ___ __ ____..__ _____ ___ ___ ____ ___ ____..__ 	1
679	____ ________ ___ __ __ _____ 	1
680	_   ___ ___ ___ ___ 	1
681	____ __ __ __ ___ __ ____ ____ _____! 	1
682	"__ ____ _____ ___ _______.____ ______ ____,___ _______ ___ __ __________.____ _____ _ _ _____ __ ________ _________ ___ _____.___ ____ _____ "	1
683	____ _____  ___ __ _____.  ____ ___  ____  ___ _____ 	1
684	"__   ___  __ ___ __, _____ _____  __ _____ ____ _____  ___ _ __ ___ __ ___ __ ___. "	1
685	"______ _____,_____ ___ __ ___ ___ ____ ________ _________. "	1
686	__ __ _____ _________ 	1
687	___ __ ____ _____ __ _____ __ _____ __ ____. ____ ______ ____!! 	1
688	_____.  ______ ________ 	1
689	________!! 	1
690	__ _ ___ ______ ____ __ __ _ ______ 	1
691	"___ ______ __ __ ___ ______..__ _____ ___ __ _ __,___ __ ______. ____ ___!!^^ "	1
692	___ _____ ____  ____ ___ ___ ____ __ 	1
693	___ _____ ____ ___ 	1
694	___ _ __ __ _ ____ ___ 	1
695	____  _____^^ 	1
696	"_____ _ __ ___, ___ "	1
697	____ ____  ___ _____ ___ __ _____!   _ ___ ___ _____! 	1
698	__ ___ ___ ____ _ ______ _____.___ __ ____ ____ __ __ ____ 1__ ___ &lt;__ __&gt; _____ 	1
699	"_____ _ __ ___, _ ___ _____, ___ ___ _____.  ___ __ ____ ___ ___ ___.____ ___ _ ____ __ _ _____ ... "	1
700	_____ __ __ ___ ______ ____ ___ __ __ ___ ___ ____ ! 	1
701	___ ___ ___ 1_ ______ _____ ___ __ __ ___ ___ ___ 	1
702	 __ ____ ____ ___ _______ _____ ____ ___ ___ ______ __ _ _ _________ ___ __ __ __. ___ _____ ___ __ __. ____ _____ ____ __. 	1
703	___ _____ ___ __ ____ ______ ____ ___ ______ 	1
704	Good ___ ____ __ __ _ _________________ __ ___________^^ 	1
705	"__, ____ __ __ ___ ___ ____ __ _ __ ___ _____? __ ___ ____ ____ _ ____ ___ ___ _ _____? _____ ___ __ __ __ __ ___ __ ______ __ ___ __ ____ "	1
706	"___ ____ __, _______ ____ _______ __ "	1
707	__ ___ _____ _ _____. ______! _______! 	1
708	____ _____ ___ ___ ___ 10_____ 	1
709	____ ____ __ 	1
710	__ ___ ___ ___ __ ________ ____ ____ __________ ________ _________ ___ _________ ____ ____ ___ ___ __ _____ __ __!! 	1
711	_____ ___ ____ _ _____ ___ __ ___ __ ______ ___ ____ __ ___. __ _____ ___ ___ __ ____ ____ _____. _ __ ____ __ ___ ___ _ __. __ __ ___ ___ 	1
712	___ __ ___ ___ ____.. 	1
713	____ ____ __ ___ __ __ 	1
714	"__ ____,,, _ ___ _____.  ____  ___  __ ___. "	1
715	____ ____ ____ ____ ____ ____ _____ _____._~ 	1
716	_____ ____ _____ 	1
717	__ _____ __ ___ ___ __ __ ___ ____ ___ ___ _____ ____ ___ ___ _ ___ ______. ____ __ ________ __ __ ______. ___ ____ _____ _____. 	1
718	__ ___ __ ____. ___! 	1
719	_ ___~~~~__ 	1
720	__ ___ _____ ____ ____ __ _ ____ ____ ___ __ __ 	1
721	__ ___ ___ ___ __ _____ 	1
722	___ __ __ __ __ _ _ _ __ __ 	1
723	_ ___ ___ __.. __ 	1
724	_______..______ 	1
725	___ __ ___ ____ ____ '__ ___ ____ __ ___ ___'__ ____...___ ____ ___ __ __ __ ___ ____ __... 	1
726	__ ___ __... 	1
727	__ ___ __ ____ ____ ___. ____ ___ _______. __ ___ __ __ ___ ___ __ __ ___ __. ___ ___ ___ ___ ___ ____ ___ __. __ ___ __ 	1
728	____ ___. ____ _____ __ __ _____ ____ ___ ____ 	1
729	___ __ _ ___ __ ____ ____ ____ __ __ ___ __ ___... ___ __ ___ ___ __ ___ ___ ___ __ __ ___ __ 	1
730	____ ___ ______~~~ 	1
731	____ ___ __ __ 	1
732	___ _ __ ______...._._ ____... 	1
733	_______  ____ ___  ____ _____ __ ____ _ __ ___ ____ ___ 	1
734	___ 20_ _____.____ __ __ ______. __ __ _____ ___ ___ ____ __ _____ _ ___ ___ ____ ___. __ _____ ___ _____. _ ___ __ __ ____ ____... 	1
735	___ _____ ____ ____ __ ____. __ _____.._ 	1
736	_ __ ___.._____ ___ ____ _____ _ ___ ____.. _ __ __ ___ ___ ___ __ _ __ __ ___. ___ ___ __ __ __ ____ __ ___ ___ _____. __ ___ __ __. 	1
737	___ ____ __ _____ 	1
738	_ ____. __. __ ______ __. 	1
739	___ _____ ____ __ ___ ___ ____ ______ ___ __ _______ __ 	1
740	_______ ___ _________  _____ ___ ____________  ________ ____ 	1
741	_______~~ __ ____ ____ 	1
742	____ ________ __ _______ __ _ ____ ____ 10_ __. 	1
743	"__ ___ __, _______. "	1
744	__ _____ __ ______ _____ _ ___ __ __ __ __ _____ __ _! __ ___ ____ ____..._'; 	1
745	_____  ______  ____ ____  ______  __ __ ___ __ ______ 	1
746	"_____ ______ _____ ___ __ ___ __ CGV_ ____, ____ ____ __ ____ 4__ ____ ______ ____. _____ _ ____ ______ ___ ___ ___. ____ _____ ____ ___ ___ "	1
747	___ __ ____. __ ____ ____. ___ ____ _ ___ ____ _ ___ _ ___ __ ____ _ ____. ___ ____ __ ___ ____ __ ___ _____ ____. __ ___ __ _ ___ ____ ___? 	1
748	____ ___ ___ ___.. _____ __ _ __ ___ _____. ____ _____ 	1
749	_____ _____ __ _____ ___..._ ____ ______ __ _____ ____ ______ ___ ____..._____ __ ______..._______ ____. ____ __! ______ _ ___ _____! 	1
